transaction_id,client,date,categorie,montant
T29850,Jeremiah Parks,2023-06-23,Livres,117.71
T29851,Corey Beck,2023-06-26,Jeux,11.25
T29852,Jeremiah Ayala,2023-02-14,Électronique,108.05
T29853,Brian Kennedy,2023-02-13,Jeux,96.35
T29854,Julie Murillo,2023-01-06,Maison,403.84
T29855,Erin Gardner,2023-06-29,Maison,21.38
T29856,Daniel King,2023-02-26,Vêtements,157.48
T29857,Kristin Gonzales,2023-06-26,Maison,147.11
T29858,Shane Bailey,2023-02-05,Électronique,377.57
T29859,Karen Adams,2023-04-24,Maison,101.11
T29860,Sierra Ramos,2023-03-15,Livres,89.34
T29861,Joe Sullivan,2023-01-25,Électronique,265.33
T29862,Alan Ramsey,2023-01-10,Vêtements,380.35
T29863,Patrick Duncan,2023-02-21,Livres,353.12
T29864,Linda Stevens,2023-04-23,Vêtements,222.56
T29865,Jonathan Ray,2023-05-21,Vêtements,146.4
T29866,Audrey Bailey,2023-05-08,Vêtements,86.84
T29867,Troy Hunter,2023-03-14,Livres,185.2
T29868,Caroline Miller,2023-01-03,Maison,291.14
T29869,Cynthia Williams,2023-05-04,Vêtements,330.65
T29870,Jason Nelson,2023-04-08,Jeux,142.17
T29871,Suzanne Johnson,2023-03-17,Vêtements,333.89
T29872,Yolanda Waller,2023-05-12,Livres,15.27
T29873,Joshua Krueger DDS,2023-04-05,Électronique,135.73
T29874,Brittany Brooks,2023-04-18,Électronique,147.84
T29875,Joseph King,2023-02-26,Livres,131.96
T29876,Michael Jackson,2023-02-12,Vêtements,274.08
T29877,Brandon Smith,2023-01-28,Jeux,213.96
T29878,Jason Jackson,2023-05-08,Électronique,362.0
T29879,Sarah Russell,2023-04-16,Livres,496.08
T29880,Michael Evans,2023-02-23,Électronique,158.24
T29881,Michelle Keith,2023-01-28,Jeux,338.51
T29882,Matthew Robinson,2023-01-14,Maison,87.93
T29883,Joe Ayala,2023-04-14,Maison,250.94
T29884,Jeremy Bailey,2023-06-01,Jeux,256.26
T29885,Alexandra Ross,2023-02-18,Maison,499.59
T29886,Christine Rodriguez,2023-02-25,Électronique,456.23
T29887,Andrew Sanchez,2023-04-28,Vêtements,396.39
T29888,Melissa Castillo,2023-06-25,Maison,220.72
T29889,Raymond Adams,2023-01-17,Électronique,453.74
T29890,Samuel Reeves,2023-03-12,Électronique,231.2
T29891,Lisa Haynes,2023-01-20,Jeux,296.03
T29892,Mark Morgan,2023-05-28,Jeux,235.99
T29893,Jeremy Mullen,2023-02-19,Jeux,78.51
T29894,Emily Watson,2023-04-27,Électronique,126.91
T29895,Sarah Finley,2023-02-09,Livres,207.31
T29896,Natalie Moore,2023-01-24,Jeux,318.0
T29897,Olivia Long,2023-05-15,Maison,71.33
T29898,Stephanie Romero,2023-03-06,Livres,325.32
T29899,Dorothy Richards,2023-02-06,Vêtements,462.12
T29900,Johnathan Anthony,2023-03-30,Maison,207.59
T29901,Sue Wagner,2023-01-20,Livres,86.24
T29902,Jose Rodriguez,2023-01-26,Électronique,152.0
T29903,Lauren Ingram,2023-03-17,Maison,23.07
T29904,Sean Palmer,2023-01-23,Maison,197.99
T29905,Emily Smith,2023-03-08,Maison,461.12
T29906,Kimberly Perez,2023-02-21,Livres,441.7
T29907,Brett Chen,2023-05-12,Jeux,112.01
T29908,Robert Freeman,2023-05-16,Jeux,251.89
T29909,Donald Mora,2023-03-06,Maison,472.77
T29910,Kelly Day,2023-05-14,Livres,75.91
T29911,Deborah Kane,2023-01-13,Maison,198.83
T29912,Maria Goodwin,2023-01-08,Électronique,214.79
T29913,Mariah Burton,2023-02-10,Livres,387.76
T29914,Paul Cruz,2023-01-20,Livres,313.48
T29915,Karen Hutchinson,2023-06-07,Électronique,78.82
T29916,James Small,2023-06-12,Livres,454.06
T29917,Sara Jackson,2023-03-20,Livres,219.49
T29918,Ashley Fisher,2023-06-19,Jeux,252.23
T29919,Nicole Calderon,2023-02-17,Électronique,447.22
T29920,Christopher Costa,2023-04-06,Livres,195.06
T29921,Scott Gonzalez,2023-06-23,Électronique,45.99
T29922,William Lin,2023-05-29,Jeux,412.49
T29923,Stuart Sanders,2023-06-10,Vêtements,69.33
T29924,Dawn Huff,2023-01-08,Jeux,491.75
T29925,Jessica Stuart,2023-01-14,Électronique,321.33
T29926,Charles Holden,2023-02-13,Maison,276.56
T29927,Crystal Evans,2023-02-22,Jeux,274.62
T29928,Robin Evans,2023-04-08,Livres,58.96
T29929,Heather Smith,2023-06-27,Électronique,356.63
T29930,Miranda Malone,2023-05-24,Jeux,317.49
T29931,Jacqueline Hall,2023-05-08,Vêtements,395.81
T29932,Jesse Khan,2023-01-01,Livres,498.22
T29933,Timothy Poole,2023-05-28,Vêtements,117.39
T29934,Kurt Guzman,2023-01-27,Livres,379.87
T29935,Jeffrey Thompson,2023-06-20,Maison,353.14
T29936,Tyler Erickson,2023-02-26,Maison,173.17
T29937,Veronica Nelson,2023-02-08,Vêtements,48.33
T29938,Brian Powell,2023-03-15,Livres,457.64
T29939,Steven Reeves,2023-05-17,Jeux,138.98
T29940,Jade Warren,2023-06-04,Livres,352.53
T29941,Tiffany Singh,2023-05-16,Livres,490.05
T29942,Joseph Hanson,2023-05-05,Livres,457.67
T29943,Angela Johnston,2023-01-13,Électronique,199.31
T29944,Cheryl Park,2023-04-10,Électronique,432.13
T29945,Justin Tran,2023-03-09,Jeux,320.14
T29946,Daniel Mack,2023-04-11,Électronique,283.9
T29947,Jocelyn Cochran,2023-04-30,Vêtements,436.91
T29948,Eric Allen,2023-05-13,Jeux,66.01
T29949,Teresa Jackson,2023-05-03,Maison,331.19
T29950,Robert Vasquez,2023-01-14,Électronique,15.58
T29951,Jessica Stewart,2023-02-15,Livres,31.24
T29952,Matthew Stone,2023-01-26,Jeux,475.61
T29953,Patrick Simpson,2023-01-19,Électronique,346.81
T29954,Nathan Rogers,2023-05-24,Vêtements,255.89
T29955,Nicholas Berg,2023-02-05,Livres,40.27
T29956,Cynthia Salazar,2023-06-14,Vêtements,462.8
T29957,Mary Sullivan,2023-01-29,Livres,129.29
T29958,Regina Smith,2023-01-01,Maison,394.86
T29959,Trevor Alexander,2023-03-04,Livres,327.95
T29960,Manuel Johnson,2023-01-01,Jeux,473.32
T29961,Jason Diaz,2023-03-26,Livres,337.85
T29962,Angela Myers,2023-06-21,Vêtements,147.37
T29963,Jonathan Sexton,2023-04-26,Maison,197.49
T29964,Jeremy Moore,2023-05-11,Électronique,464.85
T29965,Tara Adams,2023-05-31,Vêtements,203.35
T29966,Kristi Williams,2023-04-27,Vêtements,218.65
T29967,Veronica Stephenson,2023-04-04,Jeux,283.92
T29968,Kimberly Huynh,2023-02-09,Maison,282.96
T29969,Daniel Torres,2023-04-04,Électronique,207.09
T29970,Melvin Garcia,2023-03-26,Électronique,273.58
T29971,Christopher Jones,2023-04-23,Électronique,197.88
T29972,Christopher Eaton,2023-02-09,Jeux,111.73
T29973,Allen Tapia,2023-05-31,Maison,22.05
T29974,Matthew Hawkins,2023-05-09,Livres,183.36
T29975,Monica Miller,2023-04-04,Jeux,145.64
T29976,Shaun Frederick,2023-02-22,Maison,188.32
T29977,Jaime Duke,2023-03-10,Électronique,49.33
T29978,Chelsey Bailey,2023-02-08,Vêtements,441.61
T29979,Stephanie Villegas,2023-06-28,Jeux,342.41
T29980,Angela Lin,2023-04-30,Électronique,255.13
T29981,Whitney Carter,2023-02-20,Jeux,101.27
T29982,Samantha Morris,2023-03-10,Électronique,258.52
T29983,Charles Estes,2023-05-14,Vêtements,56.27
T29984,Andrew Arellano,2023-04-29,Électronique,469.74
T29985,Angela Davis,2023-06-28,Électronique,417.11
T29986,Deborah Dunn,2023-03-07,Vêtements,451.71
T29987,Nicholas Rodriguez,2023-04-11,Vêtements,342.12
T29988,Victoria Murphy,2023-02-24,Livres,59.31
T29989,Jennifer Armstrong,2023-06-22,Électronique,458.97
T29990,Lorraine Hawkins,2023-05-19,Jeux,251.62
T29991,John Garcia,2023-04-14,Livres,353.09
T29992,Adam Rangel,2023-05-13,Électronique,391.08
T29993,Timothy Hall,2023-03-20,Maison,408.84
T29994,Pamela Zuniga,2023-02-27,Livres,329.57
T29995,Cheryl Frost,2023-03-05,Livres,239.34
T29996,Scott Garcia,2023-04-01,Livres,54.15
T29997,Deanna Jones,2023-02-21,Livres,165.98
T29998,Nicholas Cole,2023-03-18,Jeux,180.91
T29999,Bobby Smith,2023-01-23,Livres,303.91
T30000,Amber Howard,2023-04-02,Jeux,352.6
T30001,Alexander Gillespie,2023-01-26,Électronique,25.28
T30002,Donald Case,2023-05-15,Vêtements,74.05
T30003,Nathan Thomas,2023-06-23,Livres,30.2
T30004,Cynthia Carter,2023-06-16,Électronique,256.32
T30005,Linda Mills,2023-02-03,Électronique,62.88
T30006,Paul Jordan,2023-05-25,Jeux,34.8
T30007,Jeffrey Shaffer,2023-03-13,Électronique,153.21
T30008,Brent Watson,2023-05-05,Livres,263.32
T30009,Michael Trevino,2023-01-13,Maison,46.43
T30010,Drew Ramirez,2023-02-12,Jeux,148.1
T30011,Amy Ramos,2023-01-13,Jeux,158.25
T30012,John Brown,2023-04-04,Jeux,66.51
T30013,Sarah Davis,2023-02-14,Électronique,327.23
T30014,Shelby Smith,2023-03-17,Jeux,231.57
T30015,Jennifer Thompson,2023-04-26,Électronique,306.44
T30016,Raymond Cole,2023-06-23,Vêtements,104.79
T30017,Anna Clarke,2023-03-22,Jeux,29.78
T30018,Barbara Carter,2023-01-07,Électronique,253.66
T30019,Tammy Douglas,2023-05-27,Électronique,58.38
T30020,Ivan Swanson,2023-06-19,Vêtements,389.59
T30021,Laura Andrade,2023-06-27,Livres,126.17
T30022,Billy Callahan,2023-04-20,Livres,351.2
T30023,Christina Cruz,2023-06-06,Vêtements,158.31
T30024,Barbara Whitaker,2023-04-26,Électronique,317.88
T30025,Peter Gonzalez,2023-04-08,Livres,345.7
T30026,Michael Hayes,2023-03-16,Maison,479.25
T30027,Amber Solis,2023-05-15,Livres,336.97
T30028,Jessica Park,2023-02-13,Jeux,53.69
T30029,Marvin Jackson,2023-01-30,Maison,182.51
T30030,Susan Moore,2023-05-17,Vêtements,157.92
T30031,Frederick Singleton,2023-02-12,Électronique,34.85
T30032,Thomas Morgan,2023-02-25,Livres,394.77
T30033,Robert Powers,2023-03-27,Électronique,445.17
T30034,Bryan Clark,2023-06-09,Vêtements,305.06
T30035,Elizabeth Jackson,2023-05-27,Maison,34.94
T30036,Jorge Cooper,2023-01-04,Jeux,232.01
T30037,Jason Ward,2023-01-30,Jeux,187.32
T30038,Andrew Hardin,2023-04-26,Jeux,103.39
T30039,Brian Brooks,2023-04-15,Livres,237.8
T30040,Karen Brewer,2023-06-04,Vêtements,343.29
T30041,Travis Jenkins,2023-05-20,Maison,295.31
T30042,Mary Gilbert,2023-04-15,Vêtements,52.31
T30043,Timothy Buck,2023-01-06,Maison,96.38
T30044,Michael Hill,2023-02-08,Vêtements,112.78
T30045,Raymond Johnson,2023-06-21,Vêtements,240.88
T30046,Alicia Mcintyre,2023-03-07,Maison,229.77
T30047,Don Davis,2023-01-24,Vêtements,382.83
T30048,Kevin Kidd,2023-05-10,Électronique,372.86
T30049,Ashley Walker,2023-06-13,Livres,264.7
T30050,Thomas Mccullough,2023-03-21,Vêtements,141.76
T30051,Angela Moreno,2023-04-19,Vêtements,419.29
T30052,Sheila Miller,2023-03-05,Jeux,138.37
T30053,Betty Graham,2023-03-18,Électronique,496.67
T30054,Lisa Smith,2023-06-12,Jeux,40.26
T30055,Jesse Brennan,2023-01-19,Électronique,339.28
T30056,Peggy Bautista,2023-06-26,Jeux,380.28
T30057,Denise Mullen,2023-04-03,Jeux,90.66
T30058,Michele Moreno,2023-02-03,Jeux,170.77
T30059,Kayla Allen,2023-04-10,Maison,350.16
T30060,Colleen Webb,2023-06-02,Électronique,16.4
T30061,Kimberly Carson,2023-06-12,Maison,149.97
T30062,Lisa Sullivan,2023-03-16,Jeux,72.08
T30063,Jennifer Bates,2023-06-11,Vêtements,480.29
T30064,Benjamin Owen,2023-03-27,Livres,441.75
T30065,Corey Stewart,2023-03-28,Jeux,394.56
T30066,Amber Abbott,2023-04-11,Jeux,289.72
T30067,Brenda Turner,2023-04-25,Jeux,297.45
T30068,William Roberts,2023-05-03,Maison,352.2
T30069,Lisa Silva,2023-01-26,Maison,199.83
T30070,Tyler Miller,2023-01-02,Électronique,116.9
T30071,Wendy Fritz,2023-06-26,Maison,230.27
T30072,Christopher Ramirez,2023-06-09,Électronique,398.31
T30073,Andrew Griffin,2023-01-31,Livres,197.2
T30074,Diana Alexander,2023-01-09,Maison,260.86
T30075,David Peck,2023-01-01,Électronique,462.78
T30076,Douglas Briggs,2023-06-07,Maison,223.73
T30077,Louis Clay,2023-01-08,Vêtements,167.27
T30078,Kelly Jones,2023-06-02,Jeux,149.93
T30079,John Wolfe,2023-04-16,Électronique,483.67
T30080,Patrick Manning,2023-05-23,Maison,105.93
T30081,Pamela Davidson,2023-03-10,Livres,163.71
T30082,Edward Christensen,2023-02-13,Livres,468.92
T30083,Jason Paul,2023-04-08,Jeux,173.12
T30084,Ryan Richmond,2023-02-01,Électronique,222.84
T30085,William Knight,2023-04-20,Vêtements,131.09
T30086,Joseph Bryan,2023-05-13,Jeux,114.76
T30087,Tanya Lee,2023-01-09,Livres,446.41
T30088,Cody Castillo,2023-06-16,Livres,320.71
T30089,Antonio Henry,2023-03-03,Électronique,376.92
T30090,Nicole Hunt,2023-03-23,Maison,42.4
T30091,Thomas Alvarez,2023-05-05,Livres,287.36
T30092,Victoria Conrad,2023-05-18,Livres,70.35
T30093,Thomas Evans,2023-04-24,Livres,355.11
T30094,Jimmy Mayo,2023-06-30,Vêtements,285.5
T30095,Ronald Johnson,2023-02-02,Jeux,461.2
T30096,Christopher Brown,2023-03-09,Livres,316.41
T30097,Charles Wheeler,2023-05-24,Vêtements,395.57
T30098,Samantha Sanders,2023-01-27,Vêtements,473.86
T30099,Jessica Wilson,2023-04-30,Électronique,436.82
T30100,Laura Edwards,2023-05-03,Livres,248.08
T30101,Kristin Green,2023-01-07,Électronique,277.12
T30102,Jessica Barnes,2023-01-23,Livres,47.31
T30103,Brent Carter,2023-03-11,Maison,121.79
T30104,Robert Moore,2023-04-01,Livres,295.3
T30105,Adam Love,2023-02-13,Vêtements,207.65
T30106,Manuel Rice,2023-03-29,Jeux,303.16
T30107,Sabrina Montoya DVM,2023-03-08,Livres,72.54
T30108,Jeffrey Schwartz,2023-05-18,Jeux,102.35
T30109,Catherine Morris,2023-04-28,Maison,440.63
T30110,Michelle Gonzalez,2023-04-26,Livres,276.39
T30111,Brandy Mcfarland,2023-03-05,Livres,319.85
T30112,Pamela Kelley,2023-01-24,Livres,33.91
T30113,Linda Pineda,2023-01-14,Vêtements,144.05
T30114,Janice Peterson,2023-02-09,Livres,344.47
T30115,Scott Thomas,2023-06-25,Livres,110.55
T30116,Jacob Ashley,2023-04-14,Électronique,471.11
T30117,Danny Harrison,2023-02-20,Électronique,309.85
T30118,Johnny Lewis,2023-03-16,Vêtements,53.37
T30119,Barbara Matthews,2023-01-22,Vêtements,295.21
T30120,Brett Hernandez,2023-06-30,Livres,429.93
T30121,Madison Trujillo MD,2023-05-09,Vêtements,332.03
T30122,Andrew Shah,2023-01-08,Jeux,167.05
T30123,Brandon Taylor,2023-03-24,Livres,355.08
T30124,Mitchell Bender,2023-03-04,Électronique,219.4
T30125,Andrea Simpson,2023-04-10,Jeux,49.32
T30126,Joanne Hall,2023-04-27,Jeux,51.71
T30127,Cindy Jones,2023-02-06,Livres,411.83
T30128,Sara Pittman,2023-03-01,Jeux,268.42
T30129,Troy Bell,2023-01-01,Livres,206.67
T30130,Leonard Hernandez,2023-04-25,Jeux,376.54
T30131,Heather Howell,2023-02-21,Électronique,25.87
T30132,Rebecca Perez,2023-06-02,Maison,183.1
T30133,Jonathan Mitchell,2023-05-02,Maison,472.51
T30134,Ronald Bowman,2023-04-18,Vêtements,134.4
T30135,Diana Clark,2023-05-15,Vêtements,129.77
T30136,Carol Wallace,2023-01-11,Livres,250.33
T30137,William Tran,2023-06-29,Maison,115.49
T30138,William Stone,2023-02-08,Vêtements,283.19
T30139,Jenna Williams,2023-03-31,Vêtements,434.42
T30140,Samantha Pearson,2023-04-22,Vêtements,202.3
T30141,Joseph Williams,2023-04-12,Maison,358.43
T30142,Anthony Williams,2023-01-03,Maison,442.9
T30143,Matthew Tucker,2023-04-19,Livres,410.64
T30144,Jaime Wade,2023-03-08,Jeux,144.77
T30145,Patrick Lopez,2023-02-06,Maison,183.71
T30146,Alyssa Miller,2023-02-27,Électronique,88.32
T30147,Julie Bean,2023-01-15,Maison,184.59
T30148,Martin Smith,2023-05-04,Vêtements,95.43
T30149,David Day,2023-02-07,Électronique,245.66
T30150,Brandon Smith,2023-04-27,Vêtements,289.43
T30151,Patrick Jenkins,2023-04-12,Vêtements,495.01
T30152,Michael Glenn,2023-02-04,Maison,73.43
T30153,Nicole Mcbride,2023-04-05,Maison,303.65
T30154,Matthew Gallegos,2023-06-20,Jeux,25.75
T30155,John Foster,2023-02-13,Maison,15.55
T30156,Brooke Santiago,2023-05-28,Jeux,277.05
T30157,John Bennett,2023-03-05,Maison,10.01
T30158,Mark Figueroa,2023-06-11,Maison,296.14
T30159,Corey Rice,2023-01-24,Jeux,432.03
T30160,Kevin Nichols,2023-02-01,Livres,153.67
T30161,Kathy Le,2023-01-07,Livres,443.59
T30162,Margaret Atkins,2023-04-26,Vêtements,287.2
T30163,Rachel Bennett,2023-01-20,Livres,235.56
T30164,Matthew Gillespie,2023-04-06,Vêtements,380.26
T30165,Matthew Wilkinson,2023-04-16,Électronique,73.0
T30166,Thomas Dyer,2023-06-06,Jeux,395.64
T30167,Lisa Scott,2023-01-14,Maison,381.95
T30168,Kimberly Gonzalez,2023-02-08,Livres,143.8
T30169,Heather Bishop,2023-02-05,Maison,272.4
T30170,Anthony Salas,2023-03-17,Maison,343.31
T30171,Deanna Yang,2023-05-22,Vêtements,451.6
T30172,Tyrone Durham,2023-05-03,Jeux,207.01
T30173,Mallory Thompson,2023-02-03,Livres,391.44
T30174,Shannon Warren,2023-05-14,Jeux,349.21
T30175,Kelly Smith,2023-04-24,Jeux,204.67
T30176,Alyssa Conway,2023-04-10,Maison,197.93
T30177,Alison Potter,2023-01-21,Livres,184.31
T30178,Angelica Fitzpatrick,2023-01-13,Livres,437.15
T30179,Kathy Wilson,2023-05-16,Maison,146.08
T30180,Mark Novak,2023-05-16,Livres,221.87
T30181,Joshua Fowler,2023-01-11,Maison,368.75
T30182,Michelle Alexander,2023-01-22,Maison,482.65
T30183,Joel Reynolds,2023-02-14,Vêtements,426.41
T30184,Rachel Smith,2023-06-10,Électronique,318.14
T30185,Lindsay Barber,2023-02-14,Électronique,221.88
T30186,Charles Cortez,2023-05-04,Vêtements,14.88
T30187,Robert Klein,2023-02-15,Jeux,380.88
T30188,Jonathan Gray,2023-04-14,Livres,120.25
T30189,Jennifer Ellis MD,2023-05-14,Vêtements,294.32
T30190,Alison Keith,2023-02-13,Vêtements,424.11
T30191,Timothy Espinoza,2023-01-14,Vêtements,171.26
T30192,Sally Oneal,2023-05-16,Maison,188.16
T30193,Austin Hanson,2023-01-06,Jeux,238.79
T30194,Lori Roth,2023-03-14,Jeux,212.06
T30195,Douglas Kirby,2023-05-10,Vêtements,99.78
T30196,Christopher Lamb,2023-03-06,Électronique,300.93
T30197,Jacqueline Smith,2023-04-14,Vêtements,63.2
T30198,Timothy Roberts,2023-02-18,Vêtements,478.34
T30199,Valerie Jefferson,2023-04-09,Livres,277.02
T30200,Karen Thompson,2023-01-26,Livres,483.32
T30201,Erika Salas,2023-05-04,Jeux,29.54
T30202,Amy Snyder,2023-04-10,Électronique,122.02
T30203,Kimberly Hanson,2023-04-13,Vêtements,44.1
T30204,Michael Pittman,2023-05-28,Livres,109.6
T30205,Dana Carson,2023-01-11,Vêtements,374.8
T30206,Norma Alexander,2023-03-21,Livres,79.23
T30207,Katherine Perez,2023-04-13,Jeux,30.61
T30208,Monique Grimes,2023-06-29,Livres,117.02
T30209,Michael Schmidt,2023-05-24,Électronique,48.2
T30210,Cynthia Chung,2023-04-15,Maison,114.15
T30211,Julie White,2023-02-02,Vêtements,176.73
T30212,Richard Barrera,2023-06-21,Maison,463.0
T30213,Cynthia Decker,2023-04-25,Maison,201.78
T30214,John Donaldson,2023-04-15,Jeux,186.87
T30215,Patricia Tucker,2023-04-30,Électronique,122.51
T30216,Caitlyn Koch,2023-03-30,Jeux,301.36
T30217,Brendan West,2023-02-13,Maison,160.64
T30218,Pamela Wagner,2023-01-30,Jeux,106.74
T30219,Teresa Marshall,2023-04-01,Livres,386.91
T30220,Grant Ryan,2023-04-11,Électronique,350.49
T30221,Lorraine Ball,2023-06-21,Électronique,154.49
T30222,William Adams,2023-01-05,Maison,23.84
T30223,Rebecca Abbott,2023-03-20,Vêtements,71.67
T30224,Richard Thompson,2023-05-25,Vêtements,381.99
T30225,Alex Gonzales,2023-02-02,Maison,29.34
T30226,Sarah Perez,2023-02-04,Vêtements,302.63
T30227,Jacqueline Trujillo,2023-06-29,Jeux,385.11
T30228,Paul Michael,2023-04-16,Livres,23.33
T30229,Molly Diaz,2023-01-13,Jeux,173.97
T30230,Lisa Johnson,2023-03-29,Maison,164.71
T30231,Derrick Willis,2023-04-21,Maison,97.09
T30232,Kaitlin Guerrero,2023-04-03,Livres,499.4
T30233,William Rodriguez,2023-06-12,Vêtements,477.45
T30234,Matthew Wilcox,2023-04-03,Électronique,441.62
T30235,Gregory Harding,2023-04-12,Maison,378.3
T30236,Samantha Williams,2023-06-29,Livres,450.12
T30237,Jennifer Parker,2023-06-29,Vêtements,73.15
T30238,Sherri Scott,2023-05-22,Vêtements,109.03
T30239,Sharon Villarreal,2023-02-15,Livres,95.3
T30240,Ryan Matthews PhD,2023-02-03,Électronique,391.41
T30241,Austin Boyle,2023-05-25,Vêtements,426.39
T30242,Melissa Hernandez,2023-05-19,Maison,32.98
T30243,Kathryn Daniels DVM,2023-01-12,Maison,438.96
T30244,Jennifer Hughes,2023-05-27,Livres,470.43
T30245,Angela Cole,2023-04-24,Livres,172.53
T30246,Tracy Summers,2023-03-17,Vêtements,302.92
T30247,Christopher Berger,2023-05-28,Jeux,236.94
T30248,Maureen Carr,2023-06-16,Électronique,73.02
T30249,Wendy Farrell,2023-05-21,Maison,152.27
T30250,Brittany Smith,2023-04-20,Électronique,235.74
T30251,Jeffrey Mayer,2023-03-14,Vêtements,41.35
T30252,Mr. Marcus Dean,2023-06-06,Électronique,460.47
T30253,Christopher Boyd,2023-06-23,Jeux,480.45
T30254,William Galloway,2023-01-24,Maison,294.87
T30255,Paul Miller,2023-05-25,Jeux,16.12
T30256,Nancy Robbins,2023-06-12,Jeux,251.91
T30257,Richard Duncan,2023-01-07,Jeux,254.17
T30258,Jacob Wallace MD,2023-06-28,Vêtements,119.02
T30259,Melinda Torres,2023-03-26,Jeux,284.3
T30260,Shannon Hanson,2023-01-17,Livres,224.41
T30261,Gregory Jackson,2023-01-12,Électronique,120.58
T30262,Jesse Johnson,2023-05-01,Jeux,272.39
T30263,Chelsea Davenport,2023-02-08,Jeux,202.62
T30264,Jennifer Young,2023-04-21,Livres,74.12
T30265,Geoffrey Gomez,2023-02-14,Livres,60.08
T30266,Tara Sosa,2023-01-08,Maison,236.38
T30267,Michael Flynn,2023-04-25,Vêtements,243.0
T30268,Michael Moore,2023-03-07,Électronique,194.58
T30269,Scott Davis,2023-01-16,Maison,204.94
T30270,Brad Patel,2023-02-09,Électronique,318.6
T30271,Ivan Allen,2023-05-29,Livres,52.09
T30272,Riley Mclaughlin,2023-06-14,Électronique,125.04
T30273,Tammy Simmons,2023-02-28,Jeux,391.79
T30274,Bruce Acevedo,2023-03-28,Livres,313.28
T30275,Jacob Hill,2023-05-01,Livres,461.01
T30276,Gregory Richardson,2023-05-25,Maison,54.9
T30277,Jill Hall,2023-02-27,Maison,76.14
T30278,Rebecca Allen,2023-03-10,Vêtements,119.74
T30279,Brandy Gilbert,2023-06-10,Maison,348.95
T30280,Courtney Deleon,2023-04-05,Jeux,263.56
T30281,Charles Pugh,2023-05-26,Maison,421.45
T30282,Paul Miller,2023-06-08,Électronique,184.96
T30283,Luis Hoffman,2023-06-11,Jeux,42.03
T30284,Nicole Johnson MD,2023-05-03,Jeux,400.62
T30285,Elizabeth Chavez,2023-05-27,Jeux,301.41
T30286,Brenda Miller,2023-06-25,Électronique,247.69
T30287,Denise Murray,2023-02-12,Maison,65.92
T30288,David Cruz,2023-04-23,Vêtements,149.57
T30289,Travis Salinas,2023-03-20,Jeux,107.88
T30290,Jeremy Steele,2023-02-27,Maison,454.34
T30291,Christina Lee,2023-03-26,Jeux,310.27
T30292,Caroline Smith,2023-02-25,Maison,308.98
T30293,Christian Lopez,2023-04-22,Jeux,400.0
T30294,Louis Lopez,2023-03-09,Livres,69.88
T30295,Jason Garcia,2023-04-02,Vêtements,220.05
T30296,Lydia Parks,2023-04-11,Électronique,432.91
T30297,Carolyn Acevedo,2023-04-04,Électronique,41.28
T30298,Calvin Parks,2023-04-19,Livres,277.11
T30299,Henry Gonzalez,2023-05-07,Maison,306.98
T30300,William Brooks,2023-03-29,Électronique,170.94
T30301,Jason Collins,2023-05-24,Électronique,27.12
T30302,Carol Cook,2023-06-04,Vêtements,94.87
T30303,Kelly Howard,2023-01-15,Maison,353.72
T30304,Ernest Johnson,2023-04-11,Électronique,182.08
T30305,Sonia Pittman,2023-04-24,Maison,389.32
T30306,John Ochoa,2023-06-18,Livres,19.38
T30307,Laurie Brown,2023-04-15,Électronique,377.57
T30308,Jennifer Evans,2023-01-29,Maison,438.49
T30309,Curtis Williams,2023-04-26,Électronique,148.8
T30310,Dr. Christopher Jones IV,2023-01-05,Jeux,272.71
T30311,Wesley Mueller,2023-04-20,Vêtements,72.11
T30312,Brian Simmons,2023-03-06,Maison,307.53
T30313,Jose Fuller,2023-06-21,Vêtements,125.73
T30314,Mary Page,2023-03-22,Maison,295.0
T30315,Corey Wise,2023-02-01,Livres,364.93
T30316,Gary Griffith,2023-05-29,Maison,259.71
T30317,Kimberly Perry,2023-06-02,Livres,27.63
T30318,Joan Estes,2023-06-10,Jeux,481.65
T30319,Carolyn Wheeler,2023-01-05,Maison,248.06
T30320,Cynthia Nguyen,2023-03-17,Jeux,69.32
T30321,Michael Cooper,2023-01-12,Vêtements,341.82
T30322,Kelsey Williams,2023-02-18,Maison,444.82
T30323,Darrell Chase,2023-04-19,Jeux,373.37
T30324,Melissa Gonzales DDS,2023-03-11,Électronique,324.92
T30325,Eugene Buchanan,2023-04-16,Maison,237.98
T30326,Aaron Hayden,2023-01-01,Vêtements,411.96
T30327,Roy Lee PhD,2023-05-15,Maison,320.7
T30328,Matthew Patterson,2023-01-09,Jeux,16.87
T30329,Melissa Perez,2023-04-25,Électronique,196.87
T30330,Johnny Bishop,2023-04-17,Électronique,476.16
T30331,Bradley Mooney,2023-02-22,Vêtements,465.87
T30332,Anna Davis,2023-03-29,Vêtements,405.54
T30333,John Randall,2023-01-01,Livres,485.43
T30334,Stephanie Torres,2023-01-07,Électronique,383.96
T30335,Jodi Mccullough,2023-03-18,Maison,270.31
T30336,Richard Montoya,2023-02-23,Maison,46.56
T30337,William Owen,2023-06-13,Livres,410.16
T30338,James Jones,2023-02-20,Jeux,332.23
T30339,Eric Gilbert,2023-06-16,Électronique,390.76
T30340,Charles Melendez,2023-04-05,Jeux,299.87
T30341,Elizabeth Henson,2023-03-01,Jeux,457.76
T30342,Ronald Mcgee,2023-03-21,Maison,256.32
T30343,Christopher Oneill,2023-02-02,Électronique,494.01
